Gene stable ID	Transcript stable ID	Gene name	KEGG Pathway and Enzyme ID	NCBI gene ID
ENSMUSG00000028758	ENSMUST00000105818	Kif17		16559
ENSMUSG00000039738	ENSMUST00000156542	Slx4		52864
ENSMUSG00000054342	ENSMUST00000205626	Kcnn4		16534
ENSMUSG00000039738	ENSMUST00000165830	Slx4		52864
ENSMUSG00000020385	ENSMUST00000148053	Clk4		12750
ENSMUSG00000008153	ENSMUST00000150774	Clstn3		232370
ENSMUSG00000039738	ENSMUST00000171762	Slx4		52864
ENSMUSG00000091012	ENSMUST00000226910	Vmn1r34		
ENSMUSG00000039738	ENSMUST00000171658	Slx4		52864
ENSMUSG00000071185	ENSMUST00000095473	Olfr1357		
ENSMUSG00000020385	ENSMUST00000109113	Clk4		12750
ENSMUSG00000091012	ENSMUST00000228498	Vmn1r34		
ENSMUSG00000020196	ENSMUST00000001712	Cabin1		104248
ENSMUSG00000021234	ENSMUST00000065536	Fam161b		217705
ENSMUSG00000071185	ENSMUST00000213877	Olfr1357		
ENSMUSG00000091012	ENSMUST00000228647	Vmn1r34		
ENSMUSG00000028758	ENSMUST00000030539	Kif17		16559
ENSMUSG00000071185	ENSMUST00000203305	Olfr1357		
ENSMUSG00000040147	ENSMUST00000040820	Maob		109731
ENSMUSG00000091012	ENSMUST00000227332	Vmn1r34		
ENSMUSG00000020385	ENSMUST00000109111	Clk4		12750
ENSMUSG00000028758	ENSMUST00000105821	Kif17		16559
ENSMUSG00000025485	ENSMUST00000210708	Ric8a		101489
ENSMUSG00000021234	ENSMUST00000021659	Fam161b		217705
ENSMUSG00000032014	ENSMUST00000034512	Oaf		102644
ENSMUSG00000091012	ENSMUST00000226262	Vmn1r34		
ENSMUSG00000071185	ENSMUST00000205085	Olfr1357		
ENSMUSG00000022504	ENSMUST00000230395	Ciita	04714+2.7.11.1	12265
ENSMUSG00000022504	ENSMUST00000230395	Ciita	05165+2.7.11.1	12265
ENSMUSG00000022504	ENSMUST00000230395	Ciita	04150+2.7.11.1	12265
ENSMUSG00000022504	ENSMUST00000230395	Ciita	04151+2.7.11.1	12265
ENSMUSG00000022504	ENSMUST00000230395	Ciita	05170+2.7.11.1	12265
ENSMUSG00000022504	ENSMUST00000230395	Ciita	04926+2.7.11.1	12265
ENSMUSG00000022504	ENSMUST00000230395	Ciita	05163+2.7.11.1	12265
ENSMUSG00000055865	ENSMUST00000139783	Tafa3		329731
ENSMUSG00000074206	ENSMUST00000199673	Adh6b		100417514
ENSMUSG00000028023	ENSMUST00000174661	Pitx2		18741
ENSMUSG00000091012	ENSMUST00000226999	Vmn1r34		
ENSMUSG00000032014	ENSMUST00000213286	Oaf		102644
ENSMUSG00000040147	ENSMUST00000168613	Maob		109731
ENSMUSG00000028023	ENSMUST00000029657	Pitx2		18741
ENSMUSG00000025485	ENSMUST00000209766	Ric8a		101489
ENSMUSG00000040147	ENSMUST00000163344	Maob		109731
ENSMUSG00000109806	ENSMUST00000209914	Olfr663		
ENSMUSG00000091012	ENSMUST00000074381	Vmn1r34		
ENSMUSG00000034394	ENSMUST00000066283	Lif		16878
ENSMUSG00000074206	ENSMUST00000090166	Adh6b		100417514
ENSMUSG00000020196	ENSMUST00000219806	Cabin1		104248
ENSMUSG00000024999	ENSMUST00000025963	Noc3l		57753
ENSMUSG00000040147	ENSMUST00000173143	Maob		109731
ENSMUSG00000028023	ENSMUST00000106382	Pitx2		18741
ENSMUSG00000020196	ENSMUST00000217810	Cabin1		104248
ENSMUSG00000032497	ENSMUST00000200094	Lrrfip2		71268
ENSMUSG00000045942	ENSMUST00000065950	BC049762		193286
ENSMUSG00000051885	ENSMUST00000072887	Olfr664		
ENSMUSG00000034394	ENSMUST00000040750	Lif		16878
ENSMUSG00000051885	ENSMUST00000211596	Olfr664		
ENSMUSG00000028023	ENSMUST00000173645	Pitx2		18741
ENSMUSG00000022504	ENSMUST00000230450	Ciita	04714+2.7.11.1	12265
ENSMUSG00000022504	ENSMUST00000230450	Ciita	05165+2.7.11.1	12265
ENSMUSG00000022504	ENSMUST00000230450	Ciita	04150+2.7.11.1	12265
ENSMUSG00000022504	ENSMUST00000230450	Ciita	04151+2.7.11.1	12265
ENSMUSG00000022504	ENSMUST00000230450	Ciita	05170+2.7.11.1	12265
ENSMUSG00000022504	ENSMUST00000230450	Ciita	04926+2.7.11.1	12265
ENSMUSG00000022504	ENSMUST00000230450	Ciita	05163+2.7.11.1	12265
ENSMUSG00000045942	ENSMUST00000054226	BC049762		193286
ENSMUSG00000028023	ENSMUST00000172645	Pitx2		18741
ENSMUSG00000045942	ENSMUST00000231433	BC049762		193286
ENSMUSG00000074483	ENSMUST00000076048	Bglap		12096
ENSMUSG00000020196	ENSMUST00000218790	Cabin1		104248
ENSMUSG00000026934	ENSMUST00000054099	Lhx3		16871
ENSMUSG00000043073	ENSMUST00000211384	Usp17le		625530
ENSMUSG00000020196	ENSMUST00000218878	Cabin1		104248
ENSMUSG00000017376	ENSMUST00000142739	Nlk	04150+2.7.11.24	18099
ENSMUSG00000044055	ENSMUST00000053144	Otos		260301
ENSMUSG00000028023	ENSMUST00000042587	Pitx2		18741
ENSMUSG00000043073	ENSMUST00000053464	Usp17le		625530
ENSMUSG00000024037	ENSMUST00000171171	Wdr4		57773
ENSMUSG00000037029	ENSMUST00000062181	Zfp146		26465
ENSMUSG00000021518	ENSMUST00000021990	Ptdss1		19210
ENSMUSG00000022504	ENSMUST00000023147	Ciita	04714+2.7.11.1	12265
ENSMUSG00000022504	ENSMUST00000023147	Ciita	05165+2.7.11.1	12265
ENSMUSG00000022504	ENSMUST00000023147	Ciita	04150+2.7.11.1	12265
ENSMUSG00000022504	ENSMUST00000023147	Ciita	04151+2.7.11.1	12265
ENSMUSG00000022504	ENSMUST00000023147	Ciita	05170+2.7.11.1	12265
ENSMUSG00000022504	ENSMUST00000023147	Ciita	04926+2.7.11.1	12265
ENSMUSG00000022504	ENSMUST00000023147	Ciita	05163+2.7.11.1	12265
ENSMUSG00000028023	ENSMUST00000174623	Pitx2		18741
ENSMUSG00000002228	ENSMUST00000002298	Ppm1j	04658+3.1.3.16	71887
ENSMUSG00000002228	ENSMUST00000002298	Ppm1j	04660+3.1.3.16	71887
ENSMUSG00000002228	ENSMUST00000002298	Ppm1j	05235+3.1.3.16	71887
ENSMUSG00000020196	ENSMUST00000218469	Cabin1		104248
ENSMUSG00000017376	ENSMUST00000170394	Nlk		18099
ENSMUSG00000022504	ENSMUST00000230892	Ciita	04714+2.7.11.1	12265
ENSMUSG00000022504	ENSMUST00000230892	Ciita	05165+2.7.11.1	12265
ENSMUSG00000022504	ENSMUST00000230892	Ciita	04150+2.7.11.1	12265
ENSMUSG00000022504	ENSMUST00000230892	Ciita	04151+2.7.11.1	12265
ENSMUSG00000022504	ENSMUST00000230892	Ciita	05170+2.7.11.1	12265
ENSMUSG00000022504	ENSMUST00000230892	Ciita	04926+2.7.11.1	12265
ENSMUSG00000022504	ENSMUST00000230892	Ciita	05163+2.7.11.1	12265
ENSMUSG00000026934	ENSMUST00000028302	Lhx3		16871
ENSMUSG00000030309	ENSMUST00000111569	Caprin2		232560
ENSMUSG00000022504	ENSMUST00000230146	Ciita	04714+2.7.11.1	12265
ENSMUSG00000022504	ENSMUST00000230146	Ciita	05165+2.7.11.1	12265
ENSMUSG00000022504	ENSMUST00000230146	Ciita	04150+2.7.11.1	12265
ENSMUSG00000022504	ENSMUST00000230146	Ciita	04151+2.7.11.1	12265
ENSMUSG00000022504	ENSMUST00000230146	Ciita	05170+2.7.11.1	12265
ENSMUSG00000022504	ENSMUST00000230146	Ciita	04926+2.7.11.1	12265
ENSMUSG00000022504	ENSMUST00000230146	Ciita	05163+2.7.11.1	12265
ENSMUSG00000036500	ENSMUST00000044878	Akp3	00790+3.1.3.1	11648
ENSMUSG00000036500	ENSMUST00000044878	Akp3	00730+3.1.3.1	11648
ENSMUSG00000046049	ENSMUST00000058229	Rp1l1		271209
ENSMUSG00000022504	ENSMUST00000230392	Ciita		12265
ENSMUSG00000027793	ENSMUST00000198102	Ccna1		12427
ENSMUSG00000030309	ENSMUST00000127941	Caprin2		232560
ENSMUSG00000019873	ENSMUST00000020023	Reep3		28193
ENSMUSG00000030309	ENSMUST00000072324	Caprin2		232560
ENSMUSG00000021518	ENSMUST00000224244	Ptdss1		19210
ENSMUSG00000025481	ENSMUST00000106050	Urah	00230+3.5.2.17	76974
ENSMUSG00000019873	ENSMUST00000217841	Reep3		28193
ENSMUSG00000021518	ENSMUST00000224290	Ptdss1		19210
ENSMUSG00000072762	ENSMUST00000112547	4930522L14Rik		115486418
ENSMUSG00000019873	ENSMUST00000218920	Reep3		28193
ENSMUSG00000045349	ENSMUST00000105824	Sh2d5		
ENSMUSG00000038527	ENSMUST00000049124	C1rl		232371
ENSMUSG00000021518	ENSMUST00000225347	Ptdss1		19210
ENSMUSG00000072762	ENSMUST00000100937	4930522L14Rik		115486418
ENSMUSG00000030309	ENSMUST00000139914	Caprin2		232560
ENSMUSG00000045349	ENSMUST00000124239	Sh2d5		
ENSMUSG00000038729	ENSMUST00000107600	Pakap		677884
ENSMUSG00000054746	ENSMUST00000207220	Abca15		320631
ENSMUSG00000030587	ENSMUST00000032808	2200002D01Rik		
ENSMUSG00000024037	ENSMUST00000170176	Wdr4		57773
ENSMUSG00000020868	ENSMUST00000116349	Xylt2	00532+2.4.2.26	217119
ENSMUSG00000020868	ENSMUST00000116349	Xylt2	00534+2.4.2.26	217119
ENSMUSG00000020868	ENSMUST00000153485	Xylt2		217119
ENSMUSG00000096333	ENSMUST00000107319	Gm13871		
ENSMUSG00000074826	ENSMUST00000168767	Gm10767		
ENSMUSG00000025481	ENSMUST00000211372	Urah	00230+3.5.2.17	76974
ENSMUSG00000020868	ENSMUST00000150377	Xylt2	00532+2.4.2.26	217119
ENSMUSG00000020868	ENSMUST00000150377	Xylt2	00534+2.4.2.26	217119
ENSMUSG00000038729	ENSMUST00000124581	Pakap		677884
ENSMUSG00000045349	ENSMUST00000105823	Sh2d5		
ENSMUSG00000096333	ENSMUST00000107318	Gm13871		
ENSMUSG00000024037	ENSMUST00000172284	Wdr4		57773
ENSMUSG00000048070	ENSMUST00000123434	Pirt		193003
ENSMUSG00000038729	ENSMUST00000238994	Pakap		677884
ENSMUSG00000074826	ENSMUST00000099412	Gm10767		
ENSMUSG00000024037	ENSMUST00000236665	Wdr4		57773
ENSMUSG00000020868	ENSMUST00000146693	Xylt2		217119
ENSMUSG00000025481	ENSMUST00000026554	Urah	00230+3.5.2.17	76974
ENSMUSG00000038729	ENSMUST00000132497	Pakap		677884
ENSMUSG00000060681	ENSMUST00000144068	Slc9a6		236794
ENSMUSG00000025481	ENSMUST00000185612	Urah	00230+3.5.2.17	76974
ENSMUSG00000024037	ENSMUST00000237127	Wdr4		57773
ENSMUSG00000060699	ENSMUST00000227749	Vmn1r35		
ENSMUSG00000025481	ENSMUST00000209978	Urah		76974
ENSMUSG00000060699	ENSMUST00000227354	Vmn1r35		
ENSMUSG00000025481	ENSMUST00000210916	Urah	00230+3.5.2.17	76974
ENSMUSG00000060699	ENSMUST00000227961	Vmn1r35		
ENSMUSG00000060699	ENSMUST00000227346	Vmn1r35		
ENSMUSG00000034212	ENSMUST00000212504	Ankmy1		241158
ENSMUSG00000060699	ENSMUST00000071414	Vmn1r35		
ENSMUSG00000027793	ENSMUST00000029368	Ccna1		12427
ENSMUSG00000044934	ENSMUST00000059817	Zfp367		238673
ENSMUSG00000027793	ENSMUST00000198320	Ccna1		12427
ENSMUSG00000021520	ENSMUST00000021993	Uqcrb		67530
ENSMUSG00000040021	ENSMUST00000165952	Lats1	04714+2.7.11.1	16798
ENSMUSG00000040021	ENSMUST00000165952	Lats1	05165+2.7.11.1	16798
ENSMUSG00000040021	ENSMUST00000165952	Lats1	04150+2.7.11.1	16798
ENSMUSG00000040021	ENSMUST00000165952	Lats1	04151+2.7.11.1	16798
ENSMUSG00000040021	ENSMUST00000165952	Lats1	05170+2.7.11.1	16798
ENSMUSG00000040021	ENSMUST00000165952	Lats1	04926+2.7.11.1	16798
ENSMUSG00000040021	ENSMUST00000165952	Lats1	05163+2.7.11.1	16798
ENSMUSG00000046230	ENSMUST00000068156	Vps13a		271564
ENSMUSG00000035522	ENSMUST00000049420	Tsga8		100502723
ENSMUSG00000027793	ENSMUST00000197238	Ccna1		12427
ENSMUSG00000024926	ENSMUST00000236883	Kat5		81601
ENSMUSG00000040021	ENSMUST00000217931	Lats1	04714+2.7.11.1	16798
ENSMUSG00000040021	ENSMUST00000217931	Lats1	05165+2.7.11.1	16798
ENSMUSG00000040021	ENSMUST00000217931	Lats1	04150+2.7.11.1	16798
ENSMUSG00000040021	ENSMUST00000217931	Lats1	04151+2.7.11.1	16798
ENSMUSG00000040021	ENSMUST00000217931	Lats1	05170+2.7.11.1	16798
ENSMUSG00000040021	ENSMUST00000217931	Lats1	04926+2.7.11.1	16798
ENSMUSG00000040021	ENSMUST00000217931	Lats1	05163+2.7.11.1	16798
ENSMUSG00000040021	ENSMUST00000040043	Lats1	04714+2.7.11.1	16798
ENSMUSG00000040021	ENSMUST00000040043	Lats1	05165+2.7.11.1	16798
ENSMUSG00000040021	ENSMUST00000040043	Lats1	04150+2.7.11.1	16798
ENSMUSG00000040021	ENSMUST00000040043	Lats1	04151+2.7.11.1	16798
ENSMUSG00000040021	ENSMUST00000040043	Lats1	05170+2.7.11.1	16798
ENSMUSG00000040021	ENSMUST00000040043	Lats1	04926+2.7.11.1	16798
ENSMUSG00000040021	ENSMUST00000040043	Lats1	05163+2.7.11.1	16798
ENSMUSG00000032596	ENSMUST00000177392	Uba7		74153
ENSMUSG00000044934	ENSMUST00000117241	Zfp367		238673
ENSMUSG00000032596	ENSMUST00000177039	Uba7		74153
ENSMUSG00000037876	ENSMUST00000174317	Jmjd1c		108829
ENSMUSG00000027793	ENSMUST00000199144	Ccna1		12427
ENSMUSG00000024037	ENSMUST00000171291	Wdr4		57773
ENSMUSG00000036327	ENSMUST00000091263	Qsox2		227638
ENSMUSG00000027793	ENSMUST00000199352	Ccna1		12427
ENSMUSG00000031749	ENSMUST00000117534	St3gal2		20444
ENSMUSG00000024037	ENSMUST00000237807	Wdr4		57773
ENSMUSG00000030245	ENSMUST00000032372	Golt1b		66964
ENSMUSG00000023945	ENSMUST00000095712	Slc5a7		63993
ENSMUSG00000021519	ENSMUST00000173891	Mterf3		66410
ENSMUSG00000038729	ENSMUST00000102903	Pakap		677884
ENSMUSG00000039917	ENSMUST00000043707	Rhbdd2		215160
ENSMUSG00000031749	ENSMUST00000034197	St3gal2		20444
ENSMUSG00000023945	ENSMUST00000233758	Slc5a7		63993
ENSMUSG00000046230	ENSMUST00000224149	Vps13a		271564
ENSMUSG00000021103	ENSMUST00000187549	Mnat1		17420
ENSMUSG00000062551	ENSMUST00000110335	Prl2c1		
ENSMUSG00000074004	ENSMUST00000098278	B3gnt6		272411
ENSMUSG00000046230	ENSMUST00000225899	Vps13a		271564
ENSMUSG00000028066	ENSMUST00000193338	Pmf1		67037
ENSMUSG00000062551	ENSMUST00000054932	Prl2c1		
ENSMUSG00000046230	ENSMUST00000225233	Vps13a		271564
ENSMUSG00000041762	ENSMUST00000076463	Gpr155		68526
ENSMUSG00000054746	ENSMUST00000121265	Abca15		320631
ENSMUSG00000021103	ENSMUST00000189644	Mnat1		17420
ENSMUSG00000037797	ENSMUST00000161312	Adh4	00980+1.1.1.1	26876
ENSMUSG00000037797	ENSMUST00000161312	Adh4	00010+1.1.1.1	26876
ENSMUSG00000037797	ENSMUST00000161312	Adh4	00592+1.1.1.1	26876
ENSMUSG00000037797	ENSMUST00000161312	Adh4	00625+1.1.1.1	26876
ENSMUSG00000037797	ENSMUST00000161312	Adh4	00830+1.1.1.1	26876
ENSMUSG00000037797	ENSMUST00000161312	Adh4	00350+1.1.1.1	26876
ENSMUSG00000037797	ENSMUST00000161312	Adh4	00071+1.1.1.1	26876
ENSMUSG00000037797	ENSMUST00000161312	Adh4	00260+1.1.1.1	26876
ENSMUSG00000037797	ENSMUST00000161312	Adh4	00626+1.1.1.1	26876
ENSMUSG00000037797	ENSMUST00000161312	Adh4	00982+1.1.1.1	26876
ENSMUSG00000041762	ENSMUST00000112044	Gpr155		68526
ENSMUSG00000054746	ENSMUST00000076272	Abca15		320631
ENSMUSG00000039615	ENSMUST00000044911	Stub1		56424
ENSMUSG00000041762	ENSMUST00000112043	Gpr155		68526
ENSMUSG00000090015	ENSMUST00000112544	Gm15446		
ENSMUSG00000039917	ENSMUST00000136748	Rhbdd2		215160
ENSMUSG00000090015	ENSMUST00000170826	Gm15446		
ENSMUSG00000039615	ENSMUST00000237186	Stub1		56424
ENSMUSG00000041762	ENSMUST00000131430	Gpr155		68526
ENSMUSG00000036327	ENSMUST00000036187	Qsox2		227638
ENSMUSG00000021103	ENSMUST00000021523	Mnat1		17420
ENSMUSG00000039615	ENSMUST00000236515	Stub1		56424
ENSMUSG00000028066	ENSMUST00000056370	Pmf1		67037
ENSMUSG00000039917	ENSMUST00000199368	Rhbdd2		215160
ENSMUSG00000028782	ENSMUST00000120204	Adgrb2		230775
ENSMUSG00000034212	ENSMUST00000160548	Ankmy1		241158
ENSMUSG00000060681	ENSMUST00000077741	Slc9a6		236794
ENSMUSG00000028066	ENSMUST00000192909	Pmf1		67037
ENSMUSG00000034212	ENSMUST00000112998	Ankmy1		241158
ENSMUSG00000053654	ENSMUST00000017270	Krt42		68239
ENSMUSG00000037797	ENSMUST00000013458	Adh4	00980+1.1.1.1	26876
ENSMUSG00000037797	ENSMUST00000013458	Adh4	00010+1.1.1.1	26876
ENSMUSG00000037797	ENSMUST00000013458	Adh4	00592+1.1.1.1	26876
ENSMUSG00000037797	ENSMUST00000013458	Adh4	00625+1.1.1.1	26876
ENSMUSG00000037797	ENSMUST00000013458	Adh4	00830+1.1.1.1	26876
ENSMUSG00000037797	ENSMUST00000013458	Adh4	00350+1.1.1.1	26876
ENSMUSG00000037797	ENSMUST00000013458	Adh4	00071+1.1.1.1	26876
ENSMUSG00000037797	ENSMUST00000013458	Adh4	00260+1.1.1.1	26876
ENSMUSG00000037797	ENSMUST00000013458	Adh4	00626+1.1.1.1	26876
ENSMUSG00000037797	ENSMUST00000013458	Adh4	00982+1.1.1.1	26876
ENSMUSG00000078670	ENSMUST00000107456	Fam174b		100038347
ENSMUSG00000039615	ENSMUST00000236361	Stub1		56424
ENSMUSG00000060681	ENSMUST00000114784	Slc9a6		236794
ENSMUSG00000029503	ENSMUST00000112478	P2rx2		231602
ENSMUSG00000024926	ENSMUST00000113641	Kat5		81601
ENSMUSG00000060681	ENSMUST00000207892	Slc9a6		236794
ENSMUSG00000078670	ENSMUST00000205946	Fam174b		100038347
ENSMUSG00000085683	ENSMUST00000211300	Tmem238l		71576
ENSMUSG00000029503	ENSMUST00000200037	P2rx2		231602
ENSMUSG00000085683	ENSMUST00000150220	Tmem238l		71576
ENSMUSG00000038729	ENSMUST00000043456	Pakap		677884
ENSMUSG00000024921	ENSMUST00000176769	Smarca2		67155
ENSMUSG00000115482	ENSMUST00000226829	Vmn1r36		
ENSMUSG00000038729	ENSMUST00000098064	Pakap		677884
ENSMUSG00000038729	ENSMUST00000102902	Pakap		677884
ENSMUSG00000115482	ENSMUST00000226142	Vmn1r36		
ENSMUSG00000115482	ENSMUST00000226728	Vmn1r36		
ENSMUSG00000026874	ENSMUST00000028233	Hc		15139
ENSMUSG00000023913	ENSMUST00000167214	Pla2g7	00565+3.1.1.47	27226
ENSMUSG00000115482	ENSMUST00000226635	Vmn1r36		
ENSMUSG00000038729	ENSMUST00000107598	Pakap		677884
ENSMUSG00000021519	ENSMUST00000021991	Mterf3		66410
ENSMUSG00000026874	ENSMUST00000156412	Hc		15139
ENSMUSG00000024921	ENSMUST00000208163	Smarca2		67155
ENSMUSG00000052099	ENSMUST00000063785	Prss51		100504162
ENSMUSG00000029503	ENSMUST00000195985	P2rx2		231602
ENSMUSG00000004980	ENSMUST00000069949	Hnrnpa2b1		53379
ENSMUSG00000028782	ENSMUST00000106017	Adgrb2		230775
ENSMUSG00000052099	ENSMUST00000224112	Prss51		100504162
ENSMUSG00000029503	ENSMUST00000058016	P2rx2		231602
ENSMUSG00000024921	ENSMUST00000025862	Smarca2		67155
ENSMUSG00000089945	ENSMUST00000098066	Pakap		677884
ENSMUSG00000052099	ENSMUST00000165710	Prss51		100504162
ENSMUSG00000089945	ENSMUST00000126465	Pakap		677884
ENSMUSG00000004980	ENSMUST00000203954	Hnrnpa2b1		53379
ENSMUSG00000032594	ENSMUST00000035214	Ip6k1		27399
ENSMUSG00000024926	ENSMUST00000235701	Kat5		81601
ENSMUSG00000034220	ENSMUST00000045970	Gpc1		14733
ENSMUSG00000069833	ENSMUST00000092956	Ahnak		66395
ENSMUSG00000028782	ENSMUST00000121049	Adgrb2		230775
ENSMUSG00000089945	ENSMUST00000150412	Pakap		677884
ENSMUSG00000021519	ENSMUST00000173158	Mterf3		66410
ENSMUSG00000010392	ENSMUST00000010536	Gosr1		53334
ENSMUSG00000052099	ENSMUST00000170709	Prss51		100504162
ENSMUSG00000024926	ENSMUST00000236229	Kat5		81601
ENSMUSG00000004980	ENSMUST00000204158	Hnrnpa2b1		53379
ENSMUSG00000031430	ENSMUST00000033806	Vsig1		78789
ENSMUSG00000028782	ENSMUST00000106015	Adgrb2		230775
ENSMUSG00000032594	ENSMUST00000164395	Ip6k1		27399
ENSMUSG00000029503	ENSMUST00000200214	P2rx2		231602
ENSMUSG00000021519	ENSMUST00000224085	Mterf3		66410
ENSMUSG00000021519	ENSMUST00000173407	Mterf3		66410
ENSMUSG00000024926	ENSMUST00000235796	Kat5		81601
ENSMUSG00000069833	ENSMUST00000237912	Ahnak		66395
ENSMUSG00000021519	ENSMUST00000173910	Mterf3		66410
ENSMUSG00000069833	ENSMUST00000092955	Ahnak		66395
ENSMUSG00000004980	ENSMUST00000204188	Hnrnpa2b1		53379
ENSMUSG00000004980	ENSMUST00000203220	Hnrnpa2b1		53379
ENSMUSG00000024926	ENSMUST00000236264	Kat5		81601
ENSMUSG00000069833	ENSMUST00000236390	Ahnak		66395
ENSMUSG00000028782	ENSMUST00000106018	Adgrb2		230775
ENSMUSG00000023913	ENSMUST00000024706	Pla2g7	00565+3.1.1.47	27226
ENSMUSG00000021519	ENSMUST00000172597	Mterf3		66410
ENSMUSG00000004980	ENSMUST00000114459	Hnrnpa2b1		53379
ENSMUSG00000032594	ENSMUST00000176854	Ip6k1		27399
ENSMUSG00000028782	ENSMUST00000097868	Adgrb2		230775
ENSMUSG00000034623	ENSMUST00000171503	Prss55		71037
ENSMUSG00000021519	ENSMUST00000174339	Mterf3		66410
ENSMUSG00000032594	ENSMUST00000175874	Ip6k1		27399
ENSMUSG00000028782	ENSMUST00000030571	Adgrb2		230775
ENSMUSG00000023913	ENSMUST00000167418	Pla2g7	00565+3.1.1.47	27226
ENSMUSG00000021519	ENSMUST00000173773	Mterf3		66410
ENSMUSG00000055172	ENSMUST00000068593	C1ra		50909
ENSMUSG00000022619	ENSMUST00000023291	Mapk8ip2		
ENSMUSG00000055839	ENSMUST00000069579	Elob		67673
ENSMUSG00000004980	ENSMUST00000203253	Hnrnpa2b1		53379
ENSMUSG00000032594	ENSMUST00000176566	Ip6k1		27399
ENSMUSG00000025736	ENSMUST00000133595	Jmjd8		72106
ENSMUSG00000034623	ENSMUST00000089338	Prss55		71037
ENSMUSG00000057469	ENSMUST00000220794	E2f6		50496
ENSMUSG00000023913	ENSMUST00000169694	Pla2g7	00565+3.1.1.47	27226
ENSMUSG00000055839	ENSMUST00000233593	Elob		67673
ENSMUSG00000025736	ENSMUST00000152434	Jmjd8		72106
ENSMUSG00000090053	ENSMUST00000102905	Pakap		
ENSMUSG00000044951	ENSMUST00000238977	Mylk4		238564
ENSMUSG00000004980	ENSMUST00000090002	Hnrnpa2b1		53379
ENSMUSG00000044951	ENSMUST00000230119	Mylk4		238564
ENSMUSG00000032594	ENSMUST00000177158	Ip6k1		27399
ENSMUSG00000090053	ENSMUST00000102904	Pakap		
ENSMUSG00000032594	ENSMUST00000176613	Ip6k1		27399
ENSMUSG00000044951	ENSMUST00000057428	Mylk4		238564
ENSMUSG00000022033	ENSMUST00000022612	Pbk		52033
ENSMUSG00000090053	ENSMUST00000142556	Pakap		
ENSMUSG00000022664	ENSMUST00000023344	Slc35a5		74102
ENSMUSG00000057469	ENSMUST00000020908	E2f6		50496
ENSMUSG00000022033	ENSMUST00000139644	Pbk		52033
ENSMUSG00000092060	ENSMUST00000201705	Bend4		666938
ENSMUSG00000024925	ENSMUST00000025864	Rnaseh2c		
ENSMUSG00000022664	ENSMUST00000181177	Slc35a5		74102
ENSMUSG00000023110	ENSMUST00000023873	Prmt5		27374
ENSMUSG00000057469	ENSMUST00000221541	E2f6		50496
ENSMUSG00000057469	ENSMUST00000221934	E2f6		50496
ENSMUSG00000023110	ENSMUST00000139964	Prmt5		27374
ENSMUSG00000041638	ENSMUST00000064454	Gcn1		231659
ENSMUSG00000024925	ENSMUST00000236461	Rnaseh2c		
ENSMUSG00000024921	ENSMUST00000176030	Smarca2		67155
ENSMUSG00000092060	ENSMUST00000202131	Bend4		666938
ENSMUSG00000035530	ENSMUST00000049385	Eif1		20918
ENSMUSG00000092060	ENSMUST00000201528	Bend4		666938
ENSMUSG00000035456	ENSMUST00000210477	Prdm8		77630
ENSMUSG00000022664	ENSMUST00000180636	Slc35a5		74102
ENSMUSG00000056008	ENSMUST00000069852	Gm11541		
ENSMUSG00000035530	ENSMUST00000151513	Eif1		20918
ENSMUSG00000024925	ENSMUST00000155639	Rnaseh2c		
ENSMUSG00000022664	ENSMUST00000114600	Slc35a5		74102
ENSMUSG00000018287	ENSMUST00000018431	Spag7		216873
ENSMUSG00000092060	ENSMUST00000201972	Bend4		666938
ENSMUSG00000025736	ENSMUST00000026832	Jmjd8		72106
ENSMUSG00000024925	ENSMUST00000136226	Rnaseh2c		
ENSMUSG00000035456	ENSMUST00000112959	Prdm8		77630
ENSMUSG00000062743	ENSMUST00000056107	Zfp677		210503
ENSMUSG00000092060	ENSMUST00000169190	Bend4		666938
ENSMUSG00000035530	ENSMUST00000152521	Eif1		20918
ENSMUSG00000022664	ENSMUST00000181750	Slc35a5		74102
ENSMUSG00000024921	ENSMUST00000099537	Smarca2		67155
ENSMUSG00000020870	ENSMUST00000021240	Cdc34b		
ENSMUSG00000024653	ENSMUST00000025554	Scgb1a1		22287
ENSMUSG00000020870	ENSMUST00000188741	Cdc34b		
ENSMUSG00000062743	ENSMUST00000162659	Zfp677		210503
ENSMUSG00000024921	ENSMUST00000176584	Smarca2		67155
ENSMUSG00000024921	ENSMUST00000208303	Smarca2		67155
ENSMUSG00000018287	ENSMUST00000129434	Spag7		216873
ENSMUSG00000032497	ENSMUST00000196981	Lrrfip2		71268
ENSMUSG00000110723	ENSMUST00000217011	Gm49353		
ENSMUSG00000023110	ENSMUST00000132227	Prmt5		27374
ENSMUSG00000037876	ENSMUST00000174408	Jmjd1c		108829
ENSMUSG00000022528	ENSMUST00000023171	Hes1		15205
ENSMUSG00000030588	ENSMUST00000108238	Yif1b		77254
ENSMUSG00000020419	ENSMUST00000109948	Hormad2		75828
ENSMUSG00000032497	ENSMUST00000098340	Lrrfip2		71268
ENSMUSG00000023110	ENSMUST00000147214	Prmt5		27374
ENSMUSG00000032497	ENSMUST00000197256	Lrrfip2		71268
ENSMUSG00000067851	ENSMUST00000088615	Arfgef1		211673
ENSMUSG00000039218	ENSMUST00000186961	Srrm2		75956
ENSMUSG00000024921	ENSMUST00000208674	Smarca2		67155
ENSMUSG00000020419	ENSMUST00000020689	Hormad2		75828
