Gene stable ID	Transcript stable ID	NCBI gene (formerly Entrezgene) ID	Gene name
ENSCAFG00000010644	ENSCAFT00000092578	403486	PPP3CA
ENSCAFG00000010644	ENSCAFT00000014940	403486	PPP3CA
ENSCAFG00000010644	ENSCAFT00000090037	403486	PPP3CA
ENSCAFG00000010644	ENSCAFT00000016916	403486	PPP3CA
ENSCAFG00000000245	ENSCAFT00000069948	483999	BCLAF1
ENSCAFG00000000245	ENSCAFT00000086038	483999	BCLAF1
ENSCAFG00000000245	ENSCAFT00000035671	483999	BCLAF1
ENSCAFG00000000245	ENSCAFT00000000383	483999	BCLAF1
ENSCAFG00000008595	ENSCAFT00000064407	487813	NUP54
ENSCAFG00000008595	ENSCAFT00000013639	487813	NUP54
ENSCAFG00000024019	ENSCAFT00000016042	484341	
ENSCAFG00000011358	ENSCAFT00000087527	488604	DISP1
ENSCAFG00000011358	ENSCAFT00000072055	488604	DISP1
ENSCAFG00000011358	ENSCAFT00000049302	488604	DISP1
ENSCAFG00000011358	ENSCAFT00000018051	488604	DISP1
ENSCAFG00000011358	ENSCAFT00000065781	488604	DISP1
ENSCAFG00000027030	ENSCAFT00000041313		U6
ENSCAFG00000049567	ENSCAFT00000059671		
ENSCAFG00000049567	ENSCAFT00000071843		
ENSCAFG00000049567	ENSCAFT00000083853		
ENSCAFG00000049567	ENSCAFT00000068597		
ENSCAFG00000028029	ENSCAFT00000042312		U6
ENSCAFG00000007953	ENSCAFT00000087552	486078	NEIL2
ENSCAFG00000007953	ENSCAFT00000012710	486078	NEIL2
ENSCAFG00000030878	ENSCAFT00000045665	100856101	ZNF35
ENSCAFG00000008863	ENSCAFT00000014079	100687160	SCAF4
ENSCAFG00000008863	ENSCAFT00000069498	100687160	SCAF4
ENSCAFG00000008863	ENSCAFT00000086503	100687160	SCAF4
ENSCAFG00000008863	ENSCAFT00000073147	100687160	SCAF4
ENSCAFG00000002605	ENSCAFT00000075848	476381	HSPBP1
ENSCAFG00000002605	ENSCAFT00000004100	476381	HSPBP1
ENSCAFG00000007116	ENSCAFT00000011390	100856180	PDRG1
ENSCAFG00000008600	ENSCAFT00000013634	486557	DNAJC22
ENSCAFG00000011655	ENSCAFT00000065477	483699	SSH3
ENSCAFG00000011655	ENSCAFT00000018508	483699	SSH3
ENSCAFG00000009361	ENSCAFT00000068812	478759	PKP4
ENSCAFG00000009361	ENSCAFT00000082575	478759	PKP4
ENSCAFG00000009361	ENSCAFT00000014902	478759	PKP4
ENSCAFG00000009361	ENSCAFT00000093795	478759	PKP4
ENSCAFG00000009361	ENSCAFT00000063245	478759	PKP4
ENSCAFG00000009361	ENSCAFT00000068276	478759	PKP4
ENSCAFG00000009361	ENSCAFT00000082186	478759	PKP4
ENSCAFG00000009361	ENSCAFT00000073298	478759	PKP4
ENSCAFG00000009361	ENSCAFT00000048677	478759	PKP4
ENSCAFG00000009361	ENSCAFT00000088295	478759	PKP4
ENSCAFG00000010474	ENSCAFT00000016629	489293	SRPRA
ENSCAFG00000010474	ENSCAFT00000045313	489293	SRPRA
ENSCAFG00000010474	ENSCAFT00000047935	489293	SRPRA
ENSCAFG00000008698	ENSCAFT00000080269	488925	ACOT12
ENSCAFG00000008698	ENSCAFT00000013808	488925	ACOT12
ENSCAFG00000031830	ENSCAFT00000082968	612569	NADK2
ENSCAFG00000031830	ENSCAFT00000066053	612569	NADK2
ENSCAFG00000031830	ENSCAFT00000029713	612569	NADK2
ENSCAFG00000031830	ENSCAFT00000048511	612569	NADK2
ENSCAFG00000031830	ENSCAFT00000086512	612569	NADK2
ENSCAFG00000013042	ENSCAFT00000020713	487372	MYOM3
ENSCAFG00000008566	ENSCAFT00000013605	553102	GUCY1B1
ENSCAFG00000008566	ENSCAFT00000089134	553102	GUCY1B1
ENSCAFG00000008566	ENSCAFT00000046553	553102	GUCY1B1
ENSCAFG00000008566	ENSCAFT00000060718	553102	GUCY1B1
ENSCAFG00000013916	ENSCAFT00000063664	483746	SYVN1
ENSCAFG00000013916	ENSCAFT00000022084	483746	SYVN1
ENSCAFG00000013916	ENSCAFT00000088197	483746	SYVN1
ENSCAFG00000006589	ENSCAFT00000010629	610200	MRPL17
ENSCAFG00000043059	ENSCAFT00000004484	102155960	
ENSCAFG00000007757	ENSCAFT00000012390		
ENSCAFG00000043552	ENSCAFT00000060892	482541	OR11G11
ENSCAFG00000035189	ENSCAFT00000058714	102155720	
ENSCAFG00000035189	ENSCAFT00000085622	102155720	
ENSCAFG00000035189	ENSCAFT00000051564	102155720	
ENSCAFG00000026182	ENSCAFT00000040465		U6
ENSCAFG00000014319	ENSCAFT00000022760	479239	UNC5B
ENSCAFG00000014319	ENSCAFT00000064110	479239	UNC5B
ENSCAFG00000014319	ENSCAFT00000067386	479239	UNC5B
ENSCAFG00000038542	ENSCAFT00000053233		
ENSCAFG00000008981	ENSCAFT00000014280	483119	EXOC6B
ENSCAFG00000008981	ENSCAFT00000075803	483119	EXOC6B
ENSCAFG00000008981	ENSCAFT00000014289	483119	EXOC6B
ENSCAFG00000008981	ENSCAFT00000063480	483119	EXOC6B
ENSCAFG00000009674	ENSCAFT00000015369	487750	CHAF1B
ENSCAFG00000041280	ENSCAFT00000086716		
ENSCAFG00000010214	ENSCAFT00000016207	488578	AVPR1B
ENSCAFG00000047413	ENSCAFT00000072283		TMEM18
ENSCAFG00000044522	ENSCAFT00000089967	100686225	OR11K2
ENSCAFG00000014886	ENSCAFT00000023634		
ENSCAFG00000024014	ENSCAFT00000043458	111098959	
ENSCAFG00000031977	ENSCAFT00000046845	608832	C1QL4
ENSCAFG00000006412	ENSCAFT00000062542	475433	HAL
ENSCAFG00000006412	ENSCAFT00000010385	475433	HAL
ENSCAFG00000006412	ENSCAFT00000091795	475433	HAL
ENSCAFG00000012022	ENSCAFT00000092186	608791	ECM1
ENSCAFG00000012022	ENSCAFT00000019091	608791	ECM1
ENSCAFG00000029349	ENSCAFT00000050030	100529112	MBOAT4
ENSCAFG00000045472	ENSCAFT00000066211		
ENSCAFG00000007118	ENSCAFT00000011392	485827	XKR7
ENSCAFG00000037377	ENSCAFT00000050643		
ENSCAFG00000014846	ENSCAFT00000023563	488159	SKIL
ENSCAFG00000014846	ENSCAFT00000066585	488159	SKIL
ENSCAFG00000041660	ENSCAFT00000086527		MIR2052
ENSCAFG00000046861	ENSCAFT00000066021		
ENSCAFG00000003583	ENSCAFT00000005780	482484	ZMYM4
ENSCAFG00000003583	ENSCAFT00000079681	482484	ZMYM4
ENSCAFG00000003583	ENSCAFT00000087794	482484	ZMYM4
ENSCAFG00000003583	ENSCAFT00000048467	482484	ZMYM4
ENSCAFG00000003583	ENSCAFT00000077613	482484	ZMYM4
ENSCAFG00000003583	ENSCAFT00000073529	482484	ZMYM4
ENSCAFG00000024985	ENSCAFT00000093099		ZSCAN23
ENSCAFG00000024985	ENSCAFT00000082819		ZSCAN23
ENSCAFG00000024985	ENSCAFT00000018913		ZSCAN23
ENSCAFG00000024985	ENSCAFT00000067898		ZSCAN23
ENSCAFG00000024985	ENSCAFT00000071751		ZSCAN23
ENSCAFG00000047781	ENSCAFT00000070704		
ENSCAFG00000010338	ENSCAFT00000078737	611501	COQ5
ENSCAFG00000010338	ENSCAFT00000047435	611501	COQ5
ENSCAFG00000010338	ENSCAFT00000016453	611501	COQ5
ENSCAFG00000004165	ENSCAFT00000006679	483848	NDNF
ENSCAFG00000042813	ENSCAFT00000085763	482544	OR11J6
ENSCAFG00000011749	ENSCAFT00000090637	478645	MCCC1
ENSCAFG00000011749	ENSCAFT00000018684	478645	MCCC1
ENSCAFG00000010673	ENSCAFT00000045680	100685500	HECW2
ENSCAFG00000014891	ENSCAFT00000023642		PGPEP1
ENSCAFG00000014891	ENSCAFT00000077620		PGPEP1
ENSCAFG00000002800	ENSCAFT00000044606	106558983	
ENSCAFG00000002800	ENSCAFT00000090731	106558983	
ENSCAFG00000019435	ENSCAFT00000030908	476751	CSNK1G2
ENSCAFG00000019435	ENSCAFT00000071820	476751	CSNK1G2
ENSCAFG00000045572	ENSCAFT00000076104		
ENSCAFG00000026062	ENSCAFT00000040345		U6
ENSCAFG00000041683	ENSCAFT00000078862	100855686	OR11J4
ENSCAFG00000008736	ENSCAFT00000013896	478256	FSIP1
ENSCAFG00000008193	ENSCAFT00000013032	487003	PI15
ENSCAFG00000045171	ENSCAFT00000060437		
ENSCAFG00000006595	ENSCAFT00000010650		
ENSCAFG00000008613	ENSCAFT00000013658	608844	TROAP
ENSCAFG00000000044	ENSCAFT00000000065		
ENSCAFG00000006840	ENSCAFT00000011003	483423	LDLRAD3
ENSCAFG00000028255	ENSCAFT00000042538		U6
ENSCAFG00000002608	ENSCAFT00000004103	484298	PPP6R1
ENSCAFG00000002608	ENSCAFT00000046834	484298	PPP6R1
ENSCAFG00000044628	ENSCAFT00000084055	607371	
ENSCAFG00000044628	ENSCAFT00000066367	607371	
ENSCAFG00000044628	ENSCAFT00000061760	607371	
ENSCAFG00000041949	ENSCAFT00000077904	482546	OR11G5
ENSCAFG00000046414	ENSCAFT00000062137		
ENSCAFG00000046012	ENSCAFT00000065425		
ENSCAFG00000015759	ENSCAFT00000024976	487413	PADI6
ENSCAFG00000006209	ENSCAFT00000010036	485793	HSPA12B
ENSCAFG00000000047	ENSCAFT00000000067		DSEL
ENSCAFG00000000047	ENSCAFT00000062371		DSEL
ENSCAFG00000004167	ENSCAFT00000006685		
ENSCAFG00000020591	ENSCAFT00000032698		MIR7-1
ENSCAFG00000042686	ENSCAFT00000060320		
ENSCAFG00000006530	ENSCAFT00000010541	475601	LEPROTL1
ENSCAFG00000006530	ENSCAFT00000078094	475601	LEPROTL1
ENSCAFG00000044423	ENSCAFT00000075077	482548	OR11G2B
ENSCAFG00000007760	ENSCAFT00000047675	487239	CCDC125
ENSCAFG00000007760	ENSCAFT00000091688	487239	CCDC125
ENSCAFG00000007760	ENSCAFT00000012392	487239	CCDC125
ENSCAFG00000007760	ENSCAFT00000043950	487239	CCDC125
ENSCAFG00000029683	ENSCAFT00000044871	100688194	
ENSCAFG00000009853	ENSCAFT00000071119	478728	RANBP9
ENSCAFG00000009853	ENSCAFT00000032379	478728	RANBP9
ENSCAFG00000041953	ENSCAFT00000092628		
ENSCAFG00000041953	ENSCAFT00000085919		
ENSCAFG00000004876	ENSCAFT00000007851	475542	NUB1
ENSCAFG00000046304	ENSCAFT00000083445		
ENSCAFG00000046304	ENSCAFT00000063076		
ENSCAFG00000049404	ENSCAFT00000079134	610494	SRSF10
ENSCAFG00000049404	ENSCAFT00000087591	610494	SRSF10
ENSCAFG00000049404	ENSCAFT00000088165	610494	SRSF10
ENSCAFG00000049404	ENSCAFT00000062445	610494	SRSF10
ENSCAFG00000045683	ENSCAFT00000072224		
ENSCAFG00000000001	ENSCAFT00000000001	100856150	ENPP1
ENSCAFG00000045105	ENSCAFT00000046373	100686641	OR11G7
ENSCAFG00000049316	ENSCAFT00000074567		
ENSCAFG00000043996	ENSCAFT00000084024		
ENSCAFG00000043996	ENSCAFT00000081629		
ENSCAFG00000043996	ENSCAFT00000082293		
ENSCAFG00000015418	ENSCAFT00000024510	476050	SLC22A6
ENSCAFG00000004179	ENSCAFT00000043900	483850	PRDM5
ENSCAFG00000004179	ENSCAFT00000006708	483850	PRDM5
ENSCAFG00000023345	ENSCAFT00000035848	612530	CALHM6
ENSCAFG00000029087	ENSCAFT00000048684	486079	GATA4
ENSCAFG00000007119	ENSCAFT00000071279	609856	CCM2L
ENSCAFG00000007119	ENSCAFT00000011400	609856	CCM2L
ENSCAFG00000007119	ENSCAFT00000092859	609856	CCM2L
ENSCAFG00000029966	ENSCAFT00000070033	476506	ALDH1L1
ENSCAFG00000029966	ENSCAFT00000080281	476506	ALDH1L1
ENSCAFG00000029966	ENSCAFT00000006109	476506	ALDH1L1
ENSCAFG00000029966	ENSCAFT00000069924	476506	ALDH1L1
ENSCAFG00000029966	ENSCAFT00000087432	476506	ALDH1L1
ENSCAFG00000029966	ENSCAFT00000088371	476506	ALDH1L1
ENSCAFG00000049320	ENSCAFT00000084059	485341	
ENSCAFG00000022125	ENSCAFT00000034232		U6
ENSCAFG00000035380	ENSCAFT00000056865		
ENSCAFG00000011659	ENSCAFT00000043895	477265	ATP9A
ENSCAFG00000011659	ENSCAFT00000018585	477265	ATP9A
ENSCAFG00000000052	ENSCAFT00000084112	483948	CDH19
ENSCAFG00000000052	ENSCAFT00000000075	483948	CDH19
ENSCAFG00000010126	ENSCAFT00000016083		
ENSCAFG00000040103	ENSCAFT00000053400		
ENSCAFG00000040103	ENSCAFT00000072612		
ENSCAFG00000040103	ENSCAFT00000051225		
ENSCAFG00000047211	ENSCAFT00000091865	482549	
ENSCAFG00000002807	ENSCAFT00000004494		
ENSCAFG00000017960	ENSCAFT00000028513	488328	GPX6
ENSCAFG00000017960	ENSCAFT00000018955	488328	GPX6
ENSCAFG00000046961	ENSCAFT00000071798		
ENSCAFG00000008246	ENSCAFT00000066789	487004	CRISPLD1
ENSCAFG00000008246	ENSCAFT00000013121	487004	CRISPLD1
ENSCAFG00000008246	ENSCAFT00000013126	487004	CRISPLD1
ENSCAFG00000001404	ENSCAFT00000002175	476310	C1H9orf64
ENSCAFG00000008623	ENSCAFT00000013680	477618	PRPH
ENSCAFG00000008623	ENSCAFT00000066245	477618	PRPH
ENSCAFG00000008623	ENSCAFT00000061629	477618	PRPH
ENSCAFG00000006848	ENSCAFT00000011015	483424	TRIM44
ENSCAFG00000006848	ENSCAFT00000081034	483424	TRIM44
ENSCAFG00000006848	ENSCAFT00000061365	483424	TRIM44
ENSCAFG00000049835	ENSCAFT00000092478	611042	
ENSCAFG00000012044	ENSCAFT00000019127	483184	ADAMTSL4
ENSCAFG00000012044	ENSCAFT00000082266	483184	ADAMTSL4
ENSCAFG00000006219	ENSCAFT00000071081	485794	SIGLEC1
ENSCAFG00000006219	ENSCAFT00000010050	485794	SIGLEC1
ENSCAFG00000032020	ENSCAFT00000047910	612533	TRAPPC3L
ENSCAFG00000023370	ENSCAFT00000035893	482550	OR11H6
ENSCAFG00000000140	ENSCAFT00000070690	403949	TCF4
ENSCAFG00000000140	ENSCAFT00000072359	403949	TCF4
ENSCAFG00000000140	ENSCAFT00000087833	403949	TCF4
ENSCAFG00000000140	ENSCAFT00000078297	403949	TCF4
ENSCAFG00000000140	ENSCAFT00000064769	403949	TCF4
ENSCAFG00000000140	ENSCAFT00000000232	403949	TCF4
ENSCAFG00000000140	ENSCAFT00000093611	403949	TCF4
ENSCAFG00000000140	ENSCAFT00000048913	403949	TCF4
ENSCAFG00000046462	ENSCAFT00000066862		
ENSCAFG00000015022	ENSCAFT00000045704		FAM53A
ENSCAFG00000015022	ENSCAFT00000023840		FAM53A
ENSCAFG00000029188	ENSCAFT00000046454	612221	SCAMP4
ENSCAFG00000029188	ENSCAFT00000091662	612221	SCAMP4
ENSCAFG00000035080	ENSCAFT00000050262		
ENSCAFG00000043376	ENSCAFT00000060701		
ENSCAFG00000028300	ENSCAFT00000042583		U6
ENSCAFG00000008742	ENSCAFT00000085690	487488	GPR176
ENSCAFG00000008742	ENSCAFT00000013899	487488	GPR176
ENSCAFG00000008742	ENSCAFT00000075338	487488	GPR176
ENSCAFG00000046903	ENSCAFT00000082714		
ENSCAFG00000049801	ENSCAFT00000078052	611057	
ENSCAFG00000046131	ENSCAFT00000066970	106559730	OR11H7
ENSCAFG00000020532	ENSCAFT00000032639		MIR128-1
ENSCAFG00000027239	ENSCAFT00000041522		U6
ENSCAFG00000004878	ENSCAFT00000093298	475544	WDR86
ENSCAFG00000004878	ENSCAFT00000007854	475544	WDR86
ENSCAFG00000004878	ENSCAFT00000048366	475544	WDR86
ENSCAFG00000010739	ENSCAFT00000017081	403412	TERT
ENSCAFG00000010739	ENSCAFT00000066984	403412	TERT
ENSCAFG00000010739	ENSCAFT00000065447	403412	TERT
ENSCAFG00000010739	ENSCAFT00000079350	403412	TERT
ENSCAFG00000013881	ENSCAFT00000022029	486698	RIMKLB
ENSCAFG00000013881	ENSCAFT00000065120	486698	RIMKLB
ENSCAFG00000002813	ENSCAFT00000004505	611700	HAS1
ENSCAFG00000003214	ENSCAFT00000005158	607319	SNTG2
ENSCAFG00000031093	ENSCAFT00000037667	485343	
ENSCAFG00000047534	ENSCAFT00000075637	482552	OR11G9
ENSCAFG00000014851	ENSCAFT00000023567	488160	CLDN11
ENSCAFG00000039261	ENSCAFT00000084974		
ENSCAFG00000039261	ENSCAFT00000052414		
ENSCAFG00000039261	ENSCAFT00000078123		
ENSCAFG00000039261	ENSCAFT00000053083		
ENSCAFG00000042900	ENSCAFT00000083082	610820	RPS13
ENSCAFG00000010707	ENSCAFT00000081789	488455	CCDC150
ENSCAFG00000010707	ENSCAFT00000069854	488455	CCDC150
ENSCAFG00000010707	ENSCAFT00000064067	488455	CCDC150
ENSCAFG00000010707	ENSCAFT00000087096	488455	CCDC150
ENSCAFG00000010707	ENSCAFT00000047787	488455	CCDC150
ENSCAFG00000010707	ENSCAFT00000017050	488455	CCDC150
ENSCAFG00000000002	ENSCAFT00000000003		
ENSCAFG00000044279	ENSCAFT00000061952		
ENSCAFG00000048915	ENSCAFT00000070303		
ENSCAFG00000048915	ENSCAFT00000090506		
ENSCAFG00000008456	ENSCAFT00000013423	100856747	ARPC3
ENSCAFG00000009857	ENSCAFT00000015659	610095	
ENSCAFG00000009857	ENSCAFT00000091404	610095	
ENSCAFG00000009857	ENSCAFT00000084399	610095	
ENSCAFG00000009857	ENSCAFT00000087249	610095	
ENSCAFG00000023312	ENSCAFT00000024957		OR11H4
ENSCAFG00000004189	ENSCAFT00000006725		
ENSCAFG00000006591	ENSCAFT00000010633	476475	TBCB
ENSCAFG00000014339	ENSCAFT00000070132	489034	SLC29A3
ENSCAFG00000014339	ENSCAFT00000022774	489034	SLC29A3
ENSCAFG00000005113	ENSCAFT00000090745	476130	UBXN4
ENSCAFG00000005113	ENSCAFT00000008219	476130	UBXN4
ENSCAFG00000001417	ENSCAFT00000077686	484148	KIF27
ENSCAFG00000001417	ENSCAFT00000078850	484148	KIF27
ENSCAFG00000001417	ENSCAFT00000071047	484148	KIF27
ENSCAFG00000001417	ENSCAFT00000091358	484148	KIF27
ENSCAFG00000001417	ENSCAFT00000074573	484148	KIF27
ENSCAFG00000001417	ENSCAFT00000064203	484148	KIF27
ENSCAFG00000001417	ENSCAFT00000002195	484148	KIF27
ENSCAFG00000001417	ENSCAFT00000069231	484148	KIF27
ENSCAFG00000002609	ENSCAFT00000004105	611345	TMEM86B
ENSCAFG00000044829	ENSCAFT00000073222		
ENSCAFG00000002820	ENSCAFT00000043610	111098980	SPACA6
ENSCAFG00000047078	ENSCAFT00000090329		
ENSCAFG00000047078	ENSCAFT00000090648		
ENSCAFG00000047078	ENSCAFT00000061254		
ENSCAFG00000047078	ENSCAFT00000073016		
ENSCAFG00000047078	ENSCAFT00000062657		
ENSCAFG00000047078	ENSCAFT00000071405		
ENSCAFG00000047078	ENSCAFT00000065334		
ENSCAFG00000047078	ENSCAFT00000093654		
ENSCAFG00000031381	ENSCAFT00000049053	482878	SARAF
ENSCAFG00000047552	ENSCAFT00000080195		
ENSCAFG00000047552	ENSCAFT00000066459		
ENSCAFG00000047552	ENSCAFT00000088092		
ENSCAFG00000013928	ENSCAFT00000087865	483747	MRPL49
ENSCAFG00000013928	ENSCAFT00000022088	483747	MRPL49
ENSCAFG00000011738	ENSCAFT00000091713	485931	SALL4
ENSCAFG00000011738	ENSCAFT00000018662	485931	SALL4
ENSCAFG00000011738	ENSCAFT00000065197	485931	SALL4
ENSCAFG00000004272	ENSCAFT00000006871	475368	RAD54L
ENSCAFG00000000889	ENSCAFT00000001381	100688567	CALHM5
ENSCAFG00000037704	ENSCAFT00000057051		
ENSCAFG00000011947	ENSCAFT00000038385	403877	GPX5
ENSCAFG00000011947	ENSCAFT00000018962	403877	GPX5
ENSCAFG00000028080	ENSCAFT00000042363		U6
ENSCAFG00000046807	ENSCAFT00000068064		
ENSCAFG00000044146	ENSCAFT00000079157	485344	
ENSCAFG00000049554	ENSCAFT00000091823		
ENSCAFG00000007963	ENSCAFT00000012727	486080	BLK
ENSCAFG00000005383	ENSCAFT00000008661	610970	TTC5
ENSCAFG00000005383	ENSCAFT00000060524	610970	TTC5
ENSCAFG00000000056	ENSCAFT00000000076	483949	CDH7
ENSCAFG00000012050	ENSCAFT00000076312	403537	MCL1
ENSCAFG00000012050	ENSCAFT00000019132	403537	MCL1
ENSCAFG00000041462	ENSCAFT00000072789		
ENSCAFG00000008470	ENSCAFT00000013443	100856764	GPN3
ENSCAFG00000012482	ENSCAFT00000019818	100856294	
ENSCAFG00000012482	ENSCAFT00000061171	100856294	
ENSCAFG00000012482	ENSCAFT00000086348	100856294	
ENSCAFG00000027111	ENSCAFT00000041394		U6
ENSCAFG00000041675	ENSCAFT00000078414		
ENSCAFG00000045421	ENSCAFT00000080662		U4
ENSCAFG00000004328	ENSCAFT00000006941	483001	ADGRF3
ENSCAFG00000004328	ENSCAFT00000077137	483001	ADGRF3
ENSCAFG00000004328	ENSCAFT00000036246	483001	ADGRF3
ENSCAFG00000045154	ENSCAFT00000066347		
ENSCAFG00000031240	ENSCAFT00000010693	485345	
ENSCAFG00000048033	ENSCAFT00000089258		U4
ENSCAFG00000041075	ENSCAFT00000064815		
ENSCAFG00000048666	ENSCAFT00000079687		
ENSCAFG00000004885	ENSCAFT00000007862	611008	CRYGN
ENSCAFG00000004885	ENSCAFT00000084473	611008	CRYGN
ENSCAFG00000023035	ENSCAFT00000025982	610750	ADGRE2
ENSCAFG00000023035	ENSCAFT00000025976	610750	ADGRE2
ENSCAFG00000023035	ENSCAFT00000025772	610750	ADGRE2
ENSCAFG00000023035	ENSCAFT00000025980	610750	ADGRE2
ENSCAFG00000008285	ENSCAFT00000013166	487005	HNF4G
ENSCAFG00000046818	ENSCAFT00000071498		
ENSCAFG00000048821	ENSCAFT00000090096		
ENSCAFG00000000005	ENSCAFT00000000006		PARD6G
ENSCAFG00000000891	ENSCAFT00000001383	102155016	CALHM4
ENSCAFG00000048966	ENSCAFT00000093267		
ENSCAFG00000045490	ENSCAFT00000086216		
ENSCAFG00000047379	ENSCAFT00000081758		
ENSCAFG00000045374	ENSCAFT00000092170		
ENSCAFG00000045634	ENSCAFT00000073911		
ENSCAFG00000017616	ENSCAFT00000027928	487625	LARP6
ENSCAFG00000046943	ENSCAFT00000076869		
ENSCAFG00000046943	ENSCAFT00000080043		
ENSCAFG00000048875	ENSCAFT00000079439		
ENSCAFG00000048875	ENSCAFT00000071958		
ENSCAFG00000048875	ENSCAFT00000082156		
ENSCAFG00000004284	ENSCAFT00000006875	475369	LURAP1
ENSCAFG00000038771	ENSCAFT00000060504		
ENSCAFG00000038771	ENSCAFT00000056018		
ENSCAFG00000010377	ENSCAFT00000076971	477514	RNF10
ENSCAFG00000010377	ENSCAFT00000083112	477514	RNF10
ENSCAFG00000010377	ENSCAFT00000048356	477514	RNF10
ENSCAFG00000010377	ENSCAFT00000016502	477514	RNF10
ENSCAFG00000010377	ENSCAFT00000074329	477514	RNF10
ENSCAFG00000002611	ENSCAFT00000045948	484299	PTPRH
ENSCAFG00000002611	ENSCAFT00000047240	484299	PTPRH
ENSCAFG00000002611	ENSCAFT00000004106	484299	PTPRH
ENSCAFG00000002611	ENSCAFT00000093297	484299	PTPRH
ENSCAFG00000042318	ENSCAFT00000070606		
ENSCAFG00000047242	ENSCAFT00000077994		
ENSCAFG00000047242	ENSCAFT00000067706		
ENSCAFG00000047242	ENSCAFT00000088301		
ENSCAFG00000047242	ENSCAFT00000060178		
ENSCAFG00000014900	ENSCAFT00000087300	609922	LSM4
ENSCAFG00000014900	ENSCAFT00000023655	609922	LSM4
ENSCAFG00000006601	ENSCAFT00000010649	476476	POLR2I
ENSCAFG00000031073	ENSCAFT00000046621	100856537	NKX1-1
ENSCAFG00000045946	ENSCAFT00000081174		
ENSCAFG00000043789	ENSCAFT00000083648		
ENSCAFG00000010648	ENSCAFT00000016935		
ENSCAFG00000013258	ENSCAFT00000067103	479426	SIK3
ENSCAFG00000013258	ENSCAFT00000084646	479426	SIK3
ENSCAFG00000013258	ENSCAFT00000067389	479426	SIK3
ENSCAFG00000013258	ENSCAFT00000021060	479426	SIK3
ENSCAFG00000013934	ENSCAFT00000062727	483748	FAU
ENSCAFG00000013934	ENSCAFT00000011274	483748	FAU
ENSCAFG00000026622	ENSCAFT00000040905		U2
ENSCAFG00000042640	ENSCAFT00000088419	100855478	
ENSCAFG00000006234	ENSCAFT00000038664	485795	ADAM33
ENSCAFG00000006234	ENSCAFT00000010090	485795	ADAM33
ENSCAFG00000006234	ENSCAFT00000010085	485795	ADAM33
ENSCAFG00000031546	ENSCAFT00000080372	485399	PIK3C2A
ENSCAFG00000031546	ENSCAFT00000061398	485399	PIK3C2A
ENSCAFG00000031546	ENSCAFT00000070168	485399	PIK3C2A
ENSCAFG00000031546	ENSCAFT00000046875	485399	PIK3C2A
ENSCAFG00000031546	ENSCAFT00000049408	485399	PIK3C2A
ENSCAFG00000000007	ENSCAFT00000000008	100686027	ADNP2
ENSCAFG00000047343	ENSCAFT00000018703	607186	
ENSCAFG00000043544	ENSCAFT00000078706		
ENSCAFG00000026875	ENSCAFT00000041158		U6
ENSCAFG00000031480	ENSCAFT00000046739	609552	RWDD1
ENSCAFG00000047133	ENSCAFT00000074429		
ENSCAFG00000019448	ENSCAFT00000030926	485076	ABHD17A
ENSCAFG00000046704	ENSCAFT00000078029		
ENSCAFG00000048422	ENSCAFT00000084132		
ENSCAFG00000005384	ENSCAFT00000084108	482554	CCNB1IP1
ENSCAFG00000005384	ENSCAFT00000008662	482554	CCNB1IP1
ENSCAFG00000025699	ENSCAFT00000039982		MIR125A
ENSCAFG00000000247	ENSCAFT00000073825	476214	MAP7
ENSCAFG00000000247	ENSCAFT00000082384	476214	MAP7
ENSCAFG00000000247	ENSCAFT00000059949	476214	MAP7
ENSCAFG00000000247	ENSCAFT00000060704	476214	MAP7
ENSCAFG00000000247	ENSCAFT00000000389	476214	MAP7
ENSCAFG00000010666	ENSCAFT00000016958		
ENSCAFG00000007122	ENSCAFT00000037329	485828	HCK
ENSCAFG00000020730	ENSCAFT00000032837		U6
ENSCAFG00000025756	ENSCAFT00000040039		U6
ENSCAFG00000020445	ENSCAFT00000032552		MIRLET7E
ENSCAFG00000029206	ENSCAFT00000044152		
ENSCAFG00000043155	ENSCAFT00000072290		
ENSCAFG00000032052	ENSCAFT00000048005	100855489	FAM216A
ENSCAFG00000025727	ENSCAFT00000040010		cfa-mir-99b
ENSCAFG00000008751	ENSCAFT00000013908		
ENSCAFG00000004294	ENSCAFT00000063145	482511	POMGNT1
ENSCAFG00000004294	ENSCAFT00000006914	482511	POMGNT1
ENSCAFG00000024853	ENSCAFT00000038422	606793	
ENSCAFG00000013892	ENSCAFT00000022044	477701	MFAP5
ENSCAFG00000013892	ENSCAFT00000046560	477701	MFAP5
ENSCAFG00000013892	ENSCAFT00000072496	477701	MFAP5
ENSCAFG00000013892	ENSCAFT00000062762	477701	MFAP5
ENSCAFG00000013892	ENSCAFT00000074350	477701	MFAP5
ENSCAFG00000013892	ENSCAFT00000075325	477701	MFAP5
ENSCAFG00000013892	ENSCAFT00000083387	477701	MFAP5
ENSCAFG00000013892	ENSCAFT00000085501	477701	MFAP5
ENSCAFG00000013892	ENSCAFT00000088902	477701	MFAP5
ENSCAFG00000004894	ENSCAFT00000076686	475545	RHEB
ENSCAFG00000004894	ENSCAFT00000067846	475545	RHEB
ENSCAFG00000004894	ENSCAFT00000007874	475545	RHEB
ENSCAFG00000004894	ENSCAFT00000085476	475545	RHEB
ENSCAFG00000005117	ENSCAFT00000008226	485735	CST8
