Gene stable ID	Transcript stable ID	NCBI gene (formerly Entrezgene) ID	Gene name
ENSCAFG00000032312	ENSCAFT00000064113	608859	ZNF470
ENSCAFG00000019722	ENSCAFT00000066947		ODF3L2
ENSCAFG00000019722	ENSCAFT00000031358		ODF3L2
ENSCAFG00000011379	ENSCAFT00000018081	486320	FICD
ENSCAFG00000011379	ENSCAFT00000093198	486320	FICD
ENSCAFG00000045997	ENSCAFT00000073917		
ENSCAFG00000045997	ENSCAFT00000092741		
ENSCAFG00000045997	ENSCAFT00000089307		
ENSCAFG00000039269	ENSCAFT00000052316		
ENSCAFG00000047295	ENSCAFT00000085570		
ENSCAFG00000049080	ENSCAFT00000079415		
ENSCAFG00000032271	ENSCAFT00000043153		CLEC2L
ENSCAFG00000047445	ENSCAFT00000083097		
ENSCAFG00000046979	ENSCAFT00000059756		
ENSCAFG00000017884	ENSCAFT00000028379	490484	INO80C
ENSCAFG00000003343	ENSCAFT00000005359		
ENSCAFG00000029673	ENSCAFT00000044853		
ENSCAFG00000029673	ENSCAFT00000088484		
ENSCAFG00000026129	ENSCAFT00000040412		U6
ENSCAFG00000030307	ENSCAFT00000043049	476962	GPC6
ENSCAFG00000042177	ENSCAFT00000092432		U4
ENSCAFG00000019790	ENSCAFT00000060231	490114	KCNC4
ENSCAFG00000019790	ENSCAFT00000031468	490114	KCNC4
ENSCAFG00000019790	ENSCAFT00000043386	490114	KCNC4
ENSCAFG00000020750	ENSCAFT00000032857		U6
ENSCAFG00000014585	ENSCAFT00000023150	476037	NUDT22
ENSCAFG00000012726	ENSCAFT00000066916	478174	PAFAH2
ENSCAFG00000012726	ENSCAFT00000078287	478174	PAFAH2
ENSCAFG00000012726	ENSCAFT00000085061	478174	PAFAH2
ENSCAFG00000012726	ENSCAFT00000035456	478174	PAFAH2
ENSCAFG00000034613	ENSCAFT00000054397		C3orf85
ENSCAFG00000046468	ENSCAFT00000091875		
ENSCAFG00000046468	ENSCAFT00000078008		
ENSCAFG00000007863	ENSCAFT00000090885	100856315	ATR
ENSCAFG00000007863	ENSCAFT00000060917	100856315	ATR
ENSCAFG00000007863	ENSCAFT00000049875	100856315	ATR
ENSCAFG00000007863	ENSCAFT00000012571	100856315	ATR
ENSCAFG00000007863	ENSCAFT00000090937	100856315	ATR
ENSCAFG00000007863	ENSCAFT00000093038	100856315	ATR
ENSCAFG00000049275	ENSCAFT00000079993		
ENSCAFG00000049275	ENSCAFT00000073944		
ENSCAFG00000020374	ENSCAFT00000032449	489763	ELMO3
ENSCAFG00000020374	ENSCAFT00000032447	489763	ELMO3
ENSCAFG00000020374	ENSCAFT00000073798	489763	ELMO3
ENSCAFG00000032645	ENSCAFT00000049976		U6
ENSCAFG00000049820	ENSCAFT00000089892		
ENSCAFG00000047829	ENSCAFT00000071656		
ENSCAFG00000043607	ENSCAFT00000083504		
ENSCAFG00000028731	ENSCAFT00000045781		
ENSCAFG00000047602	ENSCAFT00000083081		
ENSCAFG00000047602	ENSCAFT00000071799		
ENSCAFG00000041440	ENSCAFT00000075320		
ENSCAFG00000003626	ENSCAFT00000059552	403584	IL15
ENSCAFG00000003626	ENSCAFT00000005832	403584	IL15
ENSCAFG00000025934	ENSCAFT00000040217		U6
ENSCAFG00000007755	ENSCAFT00000082108	475770	MAT2A
ENSCAFG00000007755	ENSCAFT00000012419	475770	MAT2A
ENSCAFG00000018086	ENSCAFT00000028741		
ENSCAFG00000018086	ENSCAFT00000066758		
ENSCAFG00000049104	ENSCAFT00000067125		
ENSCAFG00000034984	ENSCAFT00000051187		
ENSCAFG00000034984	ENSCAFT00000081202		
ENSCAFG00000034984	ENSCAFT00000077356		
ENSCAFG00000000333	ENSCAFT00000091121	481141	MON2
ENSCAFG00000000333	ENSCAFT00000061231	481141	MON2
ENSCAFG00000000333	ENSCAFT00000000513	481141	MON2
ENSCAFG00000000333	ENSCAFT00000048388	481141	MON2
ENSCAFG00000043351	ENSCAFT00000092231		
ENSCAFG00000046402	ENSCAFT00000077469		
ENSCAFG00000029013	ENSCAFT00000047828		
ENSCAFG00000010353	ENSCAFT00000016454	483672	MRGPRG
ENSCAFG00000012038	ENSCAFT00000067338	480017	HHAT
ENSCAFG00000012038	ENSCAFT00000019118	480017	HHAT
ENSCAFG00000012038	ENSCAFT00000070193	480017	HHAT
ENSCAFG00000012038	ENSCAFT00000067087	480017	HHAT
ENSCAFG00000012038	ENSCAFT00000090006	480017	HHAT
ENSCAFG00000012038	ENSCAFT00000081557	480017	HHAT
ENSCAFG00000020917	ENSCAFT00000033024		U6
ENSCAFG00000043737	ENSCAFT00000068801		
ENSCAFG00000043737	ENSCAFT00000087884		
ENSCAFG00000043737	ENSCAFT00000087106		
ENSCAFG00000037778	ENSCAFT00000058458		
ENSCAFG00000048768	ENSCAFT00000078757		
ENSCAFG00000036470	ENSCAFT00000052738		
ENSCAFG00000018159	ENSCAFT00000067610	490868	CDC42BPB
ENSCAFG00000018159	ENSCAFT00000082534	490868	CDC42BPB
ENSCAFG00000018159	ENSCAFT00000028863	490868	CDC42BPB
ENSCAFG00000018159	ENSCAFT00000028866	490868	CDC42BPB
ENSCAFG00000013420	ENSCAFT00000021321	607474	ETV5
ENSCAFG00000020182	ENSCAFT00000073442	479955	CDC7
ENSCAFG00000020182	ENSCAFT00000032140	479955	CDC7
ENSCAFG00000020182	ENSCAFT00000061495	479955	CDC7
ENSCAFG00000027426	ENSCAFT00000041709		U4
ENSCAFG00000010331	ENSCAFT00000016419		
ENSCAFG00000014591	ENSCAFT00000023164	483765	TRPT1
ENSCAFG00000048227	ENSCAFT00000065587		
ENSCAFG00000048227	ENSCAFT00000072426		
ENSCAFG00000048227	ENSCAFT00000061560		
ENSCAFG00000048227	ENSCAFT00000091646		
ENSCAFG00000023783	ENSCAFT00000029666	611825	ZBP1
ENSCAFG00000029329	ENSCAFT00000044226		U6
ENSCAFG00000017099	ENSCAFT00000027081		SYCE2
ENSCAFG00000004288	ENSCAFT00000006880		
ENSCAFG00000027784	ENSCAFT00000042067		U6
ENSCAFG00000001874	ENSCAFT00000061154	609727	CFAP69
ENSCAFG00000001874	ENSCAFT00000065534	609727	CFAP69
ENSCAFG00000001874	ENSCAFT00000075579	609727	CFAP69
ENSCAFG00000001874	ENSCAFT00000002973	609727	CFAP69
ENSCAFG00000042782	ENSCAFT00000091491		
ENSCAFG00000042782	ENSCAFT00000080255		
ENSCAFG00000045700	ENSCAFT00000077859		cfa-mir-8860
ENSCAFG00000021785	ENSCAFT00000033892		U6
ENSCAFG00000046563	ENSCAFT00000091243		
ENSCAFG00000046563	ENSCAFT00000074875		
ENSCAFG00000033045	ENSCAFT00000068137		
ENSCAFG00000033045	ENSCAFT00000057426		
ENSCAFG00000033045	ENSCAFT00000088884		
ENSCAFG00000044445	ENSCAFT00000074363		
ENSCAFG00000042441	ENSCAFT00000075415		
ENSCAFG00000047227	ENSCAFT00000071652		
ENSCAFG00000011383	ENSCAFT00000018084	486321	CMKLR1
ENSCAFG00000030460	ENSCAFT00000046176		
ENSCAFG00000005305	ENSCAFT00000008554	484664	
ENSCAFG00000037583	ENSCAFT00000051757		
ENSCAFG00000030110	ENSCAFT00000093440	482834	POMK
ENSCAFG00000030110	ENSCAFT00000044872	482834	POMK
ENSCAFG00000032095	ENSCAFT00000047401	102157290	RNF212
ENSCAFG00000019791	ENSCAFT00000046724	490115	SLC6A17
ENSCAFG00000001758	ENSCAFT00000092523	474522	FBXO7
ENSCAFG00000001758	ENSCAFT00000002753	474522	FBXO7
ENSCAFG00000015734	ENSCAFT00000089238	479756	DAGLB
ENSCAFG00000015734	ENSCAFT00000024923	479756	DAGLB
ENSCAFG00000038295	ENSCAFT00000058601		
ENSCAFG00000017782	ENSCAFT00000028189	480997	BHLHB9
ENSCAFG00000028457	ENSCAFT00000042744		U6
ENSCAFG00000048206	ENSCAFT00000070018		
ENSCAFG00000016214	ENSCAFT00000025718	100855653	MRPL44
ENSCAFG00000012960	ENSCAFT00000020573	487886	SEPTIN2
ENSCAFG00000047081	ENSCAFT00000079851		
ENSCAFG00000031382	ENSCAFT00000074587	485945	PMEPA1
ENSCAFG00000031382	ENSCAFT00000069017	485945	PMEPA1
ENSCAFG00000031382	ENSCAFT00000047039	485945	PMEPA1
ENSCAFG00000031382	ENSCAFT00000076662	485945	PMEPA1
ENSCAFG00000044111	ENSCAFT00000069357		
ENSCAFG00000044111	ENSCAFT00000076263		
ENSCAFG00000041645	ENSCAFT00000092341		
ENSCAFG00000045881	ENSCAFT00000081592		
ENSCAFG00000045881	ENSCAFT00000065088		
ENSCAFG00000026397	ENSCAFT00000040680		U6
ENSCAFG00000018888	ENSCAFT00000066689	480631	NUFIP2
ENSCAFG00000018888	ENSCAFT00000082987	480631	NUFIP2
ENSCAFG00000018888	ENSCAFT00000029978	480631	NUFIP2
ENSCAFG00000018888	ENSCAFT00000066624	480631	NUFIP2
ENSCAFG00000010662	ENSCAFT00000086276	488377	SLC38A11
ENSCAFG00000010662	ENSCAFT00000038609	488377	SLC38A11
ENSCAFG00000010662	ENSCAFT00000090602	488377	SLC38A11
ENSCAFG00000041266	ENSCAFT00000090235		
ENSCAFG00000041266	ENSCAFT00000081110		
ENSCAFG00000010388	ENSCAFT00000066097	483674	NADSYN1
ENSCAFG00000010388	ENSCAFT00000087903	483674	NADSYN1
ENSCAFG00000010388	ENSCAFT00000072890	483674	NADSYN1
ENSCAFG00000010388	ENSCAFT00000016530	483674	NADSYN1
ENSCAFG00000035595	ENSCAFT00000053547		
ENSCAFG00000033231	ENSCAFT00000058339		
ENSCAFG00000033231	ENSCAFT00000062274		
ENSCAFG00000033231	ENSCAFT00000082810		
ENSCAFG00000033231	ENSCAFT00000052839		
ENSCAFG00000011390	ENSCAFT00000018097	486322	WSCD2
ENSCAFG00000034237	ENSCAFT00000085503		
ENSCAFG00000034237	ENSCAFT00000057936		
ENSCAFG00000047461	ENSCAFT00000082637		
ENSCAFG00000047461	ENSCAFT00000086984		
ENSCAFG00000023650	ENSCAFT00000085553	106560075	ARPC4
ENSCAFG00000023650	ENSCAFT00000008564	106560075	ARPC4
ENSCAFG00000026952	ENSCAFT00000041235		U6
ENSCAFG00000044825	ENSCAFT00000067579		
ENSCAFG00000044825	ENSCAFT00000082884		
ENSCAFG00000044825	ENSCAFT00000083580		
ENSCAFG00000044825	ENSCAFT00000092944		
ENSCAFG00000005884	ENSCAFT00000079621	485216	PGAP2
ENSCAFG00000005884	ENSCAFT00000066201	485216	PGAP2
ENSCAFG00000005884	ENSCAFT00000060745	485216	PGAP2
ENSCAFG00000005884	ENSCAFT00000009492	485216	PGAP2
ENSCAFG00000005884	ENSCAFT00000062596	485216	PGAP2
ENSCAFG00000005016	ENSCAFT00000074755	485491	DIS3
ENSCAFG00000005016	ENSCAFT00000079435	485491	DIS3
ENSCAFG00000005016	ENSCAFT00000071411	485491	DIS3
ENSCAFG00000005016	ENSCAFT00000008080	485491	DIS3
ENSCAFG00000020813	ENSCAFT00000032920		U6
ENSCAFG00000015572	ENSCAFT00000024680	480906	GATA1
ENSCAFG00000005434	ENSCAFT00000008740		
ENSCAFG00000005881	ENSCAFT00000009475	610533	DPH3
ENSCAFG00000017106	ENSCAFT00000060678	476696	GCDH
ENSCAFG00000017106	ENSCAFT00000027096	476696	GCDH
ENSCAFG00000017106	ENSCAFT00000091463	476696	GCDH
ENSCAFG00000017106	ENSCAFT00000060837	476696	GCDH
ENSCAFG00000043926	ENSCAFT00000083525		
ENSCAFG00000043926	ENSCAFT00000072732		
ENSCAFG00000043926	ENSCAFT00000084705		
ENSCAFG00000046236	ENSCAFT00000089100	100856125	UBL4B
ENSCAFG00000016228	ENSCAFT00000025757	608930	SERPINE2
ENSCAFG00000035184	ENSCAFT00000071299		
ENSCAFG00000035184	ENSCAFT00000082342		
ENSCAFG00000035184	ENSCAFT00000065810		
ENSCAFG00000035184	ENSCAFT00000070713		
ENSCAFG00000035184	ENSCAFT00000059203		
ENSCAFG00000010335	ENSCAFT00000016423		
ENSCAFG00000045890	ENSCAFT00000064092		
ENSCAFG00000045890	ENSCAFT00000089251		
ENSCAFG00000045890	ENSCAFT00000079676		
ENSCAFG00000045890	ENSCAFT00000092974		
ENSCAFG00000037035	ENSCAFT00000082174		
ENSCAFG00000037035	ENSCAFT00000061869		
ENSCAFG00000037035	ENSCAFT00000060538		
ENSCAFG00000037035	ENSCAFT00000080284		
ENSCAFG00000037035	ENSCAFT00000087626		
ENSCAFG00000037035	ENSCAFT00000093090		
ENSCAFG00000037035	ENSCAFT00000053558		
ENSCAFG00000037035	ENSCAFT00000081821		
ENSCAFG00000049152	ENSCAFT00000074320		
ENSCAFG00000029850	ENSCAFT00000045186		
ENSCAFG00000005439	ENSCAFT00000077375	100303414	
ENSCAFG00000005439	ENSCAFT00000008742	100303414	
ENSCAFG00000027375	ENSCAFT00000041658		U6
ENSCAFG00000016331	ENSCAFT00000025899	607267	TMEM51
ENSCAFG00000048202	ENSCAFT00000090251		
ENSCAFG00000047471	ENSCAFT00000075939		
ENSCAFG00000039137	ENSCAFT00000066395		
ENSCAFG00000039137	ENSCAFT00000058869		
ENSCAFG00000019795	ENSCAFT00000031481		ALX3
ENSCAFG00000048787	ENSCAFT00000071634		
ENSCAFG00000016465	ENSCAFT00000083672	480934	MAGED2
ENSCAFG00000016465	ENSCAFT00000026091	480934	MAGED2
ENSCAFG00000045315	ENSCAFT00000070338		
ENSCAFG00000041612	ENSCAFT00000081472		
ENSCAFG00000000619	ENSCAFT00000070195	475055	UBR5
ENSCAFG00000000619	ENSCAFT00000047363	475055	UBR5
ENSCAFG00000000619	ENSCAFT00000071158	475055	UBR5
ENSCAFG00000000619	ENSCAFT00000061763	475055	UBR5
ENSCAFG00000000619	ENSCAFT00000084805	475055	UBR5
ENSCAFG00000000619	ENSCAFT00000066469	475055	UBR5
ENSCAFG00000000619	ENSCAFT00000000972	475055	UBR5
ENSCAFG00000000619	ENSCAFT00000078766	475055	UBR5
ENSCAFG00000000619	ENSCAFT00000063085	475055	UBR5
ENSCAFG00000030740	ENSCAFT00000034153		U6
ENSCAFG00000049891	ENSCAFT00000092556		
ENSCAFG00000007456	ENSCAFT00000071478	612239	GLT8D2
ENSCAFG00000007456	ENSCAFT00000011954	612239	GLT8D2
ENSCAFG00000007456	ENSCAFT00000079463	612239	GLT8D2
ENSCAFG00000047467	ENSCAFT00000065502		
ENSCAFG00000016627	ENSCAFT00000045837	491038	ARHGAP23
ENSCAFG00000028634	ENSCAFT00000043034		SNORD92
ENSCAFG00000048509	ENSCAFT00000085489		
ENSCAFG00000036703	ENSCAFT00000076921		
ENSCAFG00000036703	ENSCAFT00000053902		
ENSCAFG00000029418	ENSCAFT00000044389		SNORD53
ENSCAFG00000014609	ENSCAFT00000023225	483766	FERMT3
ENSCAFG00000033956	ENSCAFT00000055460		
ENSCAFG00000030981	ENSCAFT00000047069		SNORD53B
ENSCAFG00000004370	ENSCAFT00000007021		
ENSCAFG00000039129	ENSCAFT00000050389		
ENSCAFG00000048483	ENSCAFT00000069682		
ENSCAFG00000048483	ENSCAFT00000081709		
ENSCAFG00000048483	ENSCAFT00000067343		
ENSCAFG00000050005	ENSCAFT00000075300		
ENSCAFG00000043306	ENSCAFT00000061291		
ENSCAFG00000042523	ENSCAFT00000066904		
ENSCAFG00000047208	ENSCAFT00000090724		
ENSCAFG00000047208	ENSCAFT00000090374		
ENSCAFG00000044154	ENSCAFT00000072921		
ENSCAFG00000041994	ENSCAFT00000070462		U4
ENSCAFG00000005323	ENSCAFT00000008571	485520	DCT
ENSCAFG00000047181	ENSCAFT00000078853		
ENSCAFG00000011396	ENSCAFT00000018102		
ENSCAFG00000019793	ENSCAFT00000031477	490117	STRIP1
ENSCAFG00000019793	ENSCAFT00000076670	490117	STRIP1
ENSCAFG00000019793	ENSCAFT00000066444	490117	STRIP1
ENSCAFG00000019793	ENSCAFT00000067247	490117	STRIP1
ENSCAFG00000019370	ENSCAFT00000030781	611109	HASPIN
ENSCAFG00000007030	ENSCAFT00000011275	607879	ESPL1
ENSCAFG00000015620	ENSCAFT00000088614	480907	HDAC6
ENSCAFG00000015620	ENSCAFT00000066433	480907	HDAC6
ENSCAFG00000015620	ENSCAFT00000084286	480907	HDAC6
ENSCAFG00000015620	ENSCAFT00000092977	480907	HDAC6
ENSCAFG00000015620	ENSCAFT00000024781	480907	HDAC6
ENSCAFG00000015620	ENSCAFT00000061245	480907	HDAC6
ENSCAFG00000045341	ENSCAFT00000075934		
ENSCAFG00000044543	ENSCAFT00000062361		
ENSCAFG00000025921	ENSCAFT00000040204		U12
ENSCAFG00000019371	ENSCAFT00000030789	611456	NCBP3
ENSCAFG00000016246	ENSCAFT00000025761		ERICH1
ENSCAFG00000014672	ENSCAFT00000023336	474837	STIP1
ENSCAFG00000014672	ENSCAFT00000079949	474837	STIP1
ENSCAFG00000049257	ENSCAFT00000093799		
ENSCAFG00000006857	ENSCAFT00000067753	484701	ATXN7
ENSCAFG00000006857	ENSCAFT00000011028	484701	ATXN7
ENSCAFG00000006857	ENSCAFT00000082444	484701	ATXN7
ENSCAFG00000006857	ENSCAFT00000044091	484701	ATXN7
ENSCAFG00000006857	ENSCAFT00000092773	484701	ATXN7
ENSCAFG00000006857	ENSCAFT00000083631	484701	ATXN7
ENSCAFG00000006857	ENSCAFT00000063545	484701	ATXN7
ENSCAFG00000006857	ENSCAFT00000082849	484701	ATXN7
ENSCAFG00000039462	ENSCAFT00000066049		
ENSCAFG00000039462	ENSCAFT00000073866		
ENSCAFG00000039462	ENSCAFT00000057787		
ENSCAFG00000022815	ENSCAFT00000034922		cfa-mir-328
ENSCAFG00000018423	ENSCAFT00000087270	489208	ITGA2
ENSCAFG00000018423	ENSCAFT00000029260	489208	ITGA2
ENSCAFG00000010424	ENSCAFT00000016563	483675	DHCR7
ENSCAFG00000047290	ENSCAFT00000088887		
ENSCAFG00000040681	ENSCAFT00000057272	111097253	
ENSCAFG00000040681	ENSCAFT00000062286	111097253	
ENSCAFG00000017975	ENSCAFT00000077784	611580	FAM219B
ENSCAFG00000017975	ENSCAFT00000059877	611580	FAM219B
ENSCAFG00000017975	ENSCAFT00000028546	611580	FAM219B
ENSCAFG00000044606	ENSCAFT00000080970		
ENSCAFG00000044606	ENSCAFT00000059696		
ENSCAFG00000042914	ENSCAFT00000060170		
ENSCAFG00000020375	ENSCAFT00000044632	611243	E2F4
ENSCAFG00000020668	ENSCAFT00000032775		U6
ENSCAFG00000036961	ENSCAFT00000079789		
ENSCAFG00000036961	ENSCAFT00000057339		
ENSCAFG00000005327	ENSCAFT00000090487	485521	TGDS
ENSCAFG00000005327	ENSCAFT00000076209	485521	TGDS
ENSCAFG00000005327	ENSCAFT00000008577	485521	TGDS
ENSCAFG00000043527	ENSCAFT00000076704		
ENSCAFG00000046205	ENSCAFT00000060463		
ENSCAFG00000049900	ENSCAFT00000084301		
ENSCAFG00000010345	ENSCAFT00000016439		NECTIN3
ENSCAFG00000041508	ENSCAFT00000070174		
ENSCAFG00000019796	ENSCAFT00000002383	611790	AHCYL1
ENSCAFG00000019796	ENSCAFT00000031484	611790	AHCYL1
ENSCAFG00000046046	ENSCAFT00000066796		
ENSCAFG00000049710	ENSCAFT00000084987		
ENSCAFG00000049710	ENSCAFT00000065841		
ENSCAFG00000043266	ENSCAFT00000088386	480059	
ENSCAFG00000017236	ENSCAFT00000027299		
ENSCAFG00000007143	ENSCAFT00000062777	482897	ASAH1
ENSCAFG00000007143	ENSCAFT00000087365	482897	ASAH1
ENSCAFG00000007143	ENSCAFT00000011516	482897	ASAH1
ENSCAFG00000007143	ENSCAFT00000079151	482897	ASAH1
ENSCAFG00000007143	ENSCAFT00000082933	482897	ASAH1
ENSCAFG00000017111	ENSCAFT00000027101	484924	KLF1
ENSCAFG00000005324	ENSCAFT00000036294	476541	TADA3
ENSCAFG00000018184	ENSCAFT00000028890	100686589	EXOC3L4
ENSCAFG00000001883	ENSCAFT00000027295	489143	GABRA1
ENSCAFG00000010864	ENSCAFT00000049158	478772	SCN3A
ENSCAFG00000010864	ENSCAFT00000017434	478772	SCN3A
ENSCAFG00000010442	ENSCAFT00000087298	483676	
ENSCAFG00000010442	ENSCAFT00000047047	483676	
ENSCAFG00000010442	ENSCAFT00000016587	483676	
ENSCAFG00000011513	ENSCAFT00000063580	477828	ABLIM1
ENSCAFG00000011513	ENSCAFT00000084599	477828	ABLIM1
ENSCAFG00000011513	ENSCAFT00000085487	477828	ABLIM1
ENSCAFG00000011513	ENSCAFT00000065906	477828	ABLIM1
ENSCAFG00000011513	ENSCAFT00000061192	477828	ABLIM1
ENSCAFG00000011513	ENSCAFT00000045219	477828	ABLIM1
ENSCAFG00000011513	ENSCAFT00000018339	477828	ABLIM1
ENSCAFG00000011513	ENSCAFT00000083892	477828	ABLIM1
ENSCAFG00000011513	ENSCAFT00000074714	477828	ABLIM1
ENSCAFG00000044476	ENSCAFT00000090556		U3
ENSCAFG00000007035	ENSCAFT00000011278	607891	MFSD5
ENSCAFG00000049697	ENSCAFT00000069887		
ENSCAFG00000049697	ENSCAFT00000078674		
ENSCAFG00000010358	ENSCAFT00000016476	487972	CD96
ENSCAFG00000005889	ENSCAFT00000009497	485217	RHOG
ENSCAFG00000018885	ENSCAFT00000086197	491178	CRYBA1
ENSCAFG00000018885	ENSCAFT00000029976	491178	CRYBA1
ENSCAFG00000032034	ENSCAFT00000044330		
ENSCAFG00000018434	ENSCAFT00000029272	100687687	
ENSCAFG00000030667	ENSCAFT00000046910		
ENSCAFG00000007883	ENSCAFT00000012590		
ENSCAFG00000007050	ENSCAFT00000084886	486508	RARG
ENSCAFG00000007050	ENSCAFT00000065272	486508	RARG
ENSCAFG00000007050	ENSCAFT00000071556	486508	RARG
ENSCAFG00000007050	ENSCAFT00000011309	486508	RARG
ENSCAFG00000017115	ENSCAFT00000050049	476697	DNASE2
ENSCAFG00000042256	ENSCAFT00000093223		
ENSCAFG00000007476	ENSCAFT00000011972	475449	HCFC2
ENSCAFG00000007476	ENSCAFT00000078134	475449	HCFC2
ENSCAFG00000007476	ENSCAFT00000011975	475449	HCFC2
ENSCAFG00000047418	ENSCAFT00000068292		
ENSCAFG00000049469	ENSCAFT00000069592		
ENSCAFG00000005331	ENSCAFT00000008585	484665	CAMK1
ENSCAFG00000033628	ENSCAFT00000057294		
ENSCAFG00000044497	ENSCAFT00000069656		
ENSCAFG00000044497	ENSCAFT00000083517		
ENSCAFG00000005334	ENSCAFT00000008587	485522	GPR180
ENSCAFG00000031422	ENSCAFT00000047783		U6
ENSCAFG00000042555	ENSCAFT00000072414		
ENSCAFG00000042555	ENSCAFT00000084682		
ENSCAFG00000042555	ENSCAFT00000090372		
ENSCAFG00000018439	ENSCAFT00000092906	479338	ITGA1
ENSCAFG00000018439	ENSCAFT00000044970	479338	ITGA1
ENSCAFG00000018439	ENSCAFT00000092638	479338	ITGA1
ENSCAFG00000018439	ENSCAFT00000086847	479338	ITGA1
ENSCAFG00000018439	ENSCAFT00000029284	479338	ITGA1
ENSCAFG00000018439	ENSCAFT00000092906	489210	ITGA1
ENSCAFG00000018439	ENSCAFT00000044970	489210	ITGA1
ENSCAFG00000018439	ENSCAFT00000092638	489210	ITGA1
ENSCAFG00000018439	ENSCAFT00000086847	489210	ITGA1
ENSCAFG00000018439	ENSCAFT00000029284	489210	ITGA1
ENSCAFG00000045196	ENSCAFT00000093883		
ENSCAFG00000030690	ENSCAFT00000046587	487971	ZBED2
ENSCAFG00000035663	ENSCAFT00000067802		
ENSCAFG00000035663	ENSCAFT00000057544		
ENSCAFG00000035663	ENSCAFT00000088476		
ENSCAFG00000021374	ENSCAFT00000033481		U6
ENSCAFG00000010740	ENSCAFT00000070706	442957	GNAI2
ENSCAFG00000010740	ENSCAFT00000037927	442957	GNAI2
ENSCAFG00000012074	ENSCAFT00000068925	611867	C24H20orf85
ENSCAFG00000012074	ENSCAFT00000019158	611867	C24H20orf85
ENSCAFG00000042254	ENSCAFT00000066406		
ENSCAFG00000037642	ENSCAFT00000057397		
ENSCAFG00000037642	ENSCAFT00000089683		
ENSCAFG00000034663	ENSCAFT00000093504		
ENSCAFG00000034663	ENSCAFT00000056161		
ENSCAFG00000042117	ENSCAFT00000088703		
ENSCAFG00000049489	ENSCAFT00000078849		
ENSCAFG00000010371	ENSCAFT00000078421	607370	PLCXD2
ENSCAFG00000010371	ENSCAFT00000081221	607370	PLCXD2
ENSCAFG00000010371	ENSCAFT00000016483	607370	PLCXD2
ENSCAFG00000034748	ENSCAFT00000055852		
ENSCAFG00000042467	ENSCAFT00000072952		
ENSCAFG00000005344	ENSCAFT00000077423	484666	OGG1
ENSCAFG00000005344	ENSCAFT00000008609	484666	OGG1
ENSCAFG00000005344	ENSCAFT00000083299	484666	OGG1
ENSCAFG00000046957	ENSCAFT00000080242		
ENSCAFG00000049047	ENSCAFT00000086411		
ENSCAFG00000049047	ENSCAFT00000064000		
ENSCAFG00000049047	ENSCAFT00000084554		
ENSCAFG00000037391	ENSCAFT00000055601		
ENSCAFG00000037391	ENSCAFT00000091263		
ENSCAFG00000037391	ENSCAFT00000072669		
ENSCAFG00000046152	ENSCAFT00000086293		
ENSCAFG00000041385	ENSCAFT00000060735		
ENSCAFG00000012294	ENSCAFT00000019522	100855619	IGFBP3
ENSCAFG00000001795	ENSCAFT00000002818	610284	PHOX2B
ENSCAFG00000038482	ENSCAFT00000055286		
ENSCAFG00000003628	ENSCAFT00000005837		
ENSCAFG00000022081	ENSCAFT00000034188		U2
ENSCAFG00000049595	ENSCAFT00000067590		
ENSCAFG00000046434	ENSCAFT00000078427	611587	RPP25
ENSCAFG00000002103	ENSCAFT00000013152		
ENSCAFG00000044813	ENSCAFT00000060652		
ENSCAFG00000010023	ENSCAFT00000015944		
ENSCAFG00000005445	ENSCAFT00000008754	476461	TIMM50
ENSCAFG00000005445	ENSCAFT00000037759	476461	TIMM50
ENSCAFG00000046383	ENSCAFT00000080001		
ENSCAFG00000046383	ENSCAFT00000074193		
ENSCAFG00000019377	ENSCAFT00000060163	611124	CAMKK1
ENSCAFG00000019377	ENSCAFT00000030794	611124	CAMKK1
ENSCAFG00000041394	ENSCAFT00000070675		
ENSCAFG00000048261	ENSCAFT00000093844		
ENSCAFG00000046910	ENSCAFT00000060035		
ENSCAFG00000046947	ENSCAFT00000064336		
ENSCAFG00000045036	ENSCAFT00000071040		
ENSCAFG00000016629	ENSCAFT00000076820	491039	SOCS7
ENSCAFG00000016629	ENSCAFT00000026342	491039	SOCS7
ENSCAFG00000019798	ENSCAFT00000091871	611795	CSF1
ENSCAFG00000019798	ENSCAFT00000036686	611795	CSF1
ENSCAFG00000019798	ENSCAFT00000031496	611795	CSF1
ENSCAFG00000019798	ENSCAFT00000063180	611795	CSF1
ENSCAFG00000005433	ENSCAFT00000065604	485523	ABCC4
ENSCAFG00000005433	ENSCAFT00000070709	485523	ABCC4
ENSCAFG00000005433	ENSCAFT00000081284	485523	ABCC4
ENSCAFG00000005433	ENSCAFT00000075407	485523	ABCC4
ENSCAFG00000005433	ENSCAFT00000072512	485523	ABCC4
ENSCAFG00000005433	ENSCAFT00000065062	485523	ABCC4
ENSCAFG00000005433	ENSCAFT00000091800	485523	ABCC4
ENSCAFG00000005433	ENSCAFT00000091436	485523	ABCC4
ENSCAFG00000005433	ENSCAFT00000008769	485523	ABCC4
ENSCAFG00000003630	ENSCAFT00000005844	476073	ZNF330
ENSCAFG00000041218	ENSCAFT00000070560		
ENSCAFG00000021272	ENSCAFT00000033379		U4
ENSCAFG00000043603	ENSCAFT00000088079		
ENSCAFG00000043912	ENSCAFT00000082099	483589	
ENSCAFG00000041951	ENSCAFT00000087078		
